age,job,education,housing,loan,output,marital
33,services,basic.4y,no,no,no,married
40,technician,professional.course,yes,no,no,married
37,services,high.school,no,no,no,married
30,technician,professional.course,yes,no,no,single
33,management,university.degree,yes,no,no,divorced
32,technician,high.school,yes,no,no,single
44,technician,basic.6y,yes,no,no,married
58,retired,university.degree,yes,no,no,divorced
62,technician,unknown,yes,no,no,married
42,services,high.school,no,no,no,single
46,services,basic.9y,no,no,no,married
37,management,high.school,no,no,yes,married
37,blue-collar,professional.course,yes,no,no,married
46,services,basic.9y,no,no,yes,married
34,admin.,university.degree,yes,no,no,unknown
46,services,high.school,no,no,no,married
37,management,university.degree,no,no,no,married
47,management,university.degree,no,no,no,married
36,admin.,university.degree,no,no,no,married
32,technician,professional.course,yes,no,no,married
46,entrepreneur,high.school,yes,no,no,married
51,entrepreneur,university.degree,no,yes,no,divorced
24,student,basic.4y,yes,yes,no,single
53,admin.,basic.9y,yes,no,no,married
46,unemployed,basic.6y,yes,no,no,married
51,blue-collar,basic.9y,unknown,unknown,no,married
56,technician,unknown,yes,no,no,married
35,admin.,high.school,yes,no,no,single
34,technician,professional.course,yes,yes,no,married
38,self-employed,basic.9y,no,no,no,married
35,services,professional.course,yes,no,no,single
32,admin.,high.school,yes,no,no,married
38,blue-collar,basic.9y,no,no,no,married
44,management,university.degree,yes,no,no,divorced
37,unemployed,professional.course,no,no,no,single
59,retired,professional.course,no,no,yes,married
24,blue-collar,unknown,no,no,no,single
35,admin.,high.school,no,no,no,married
30,admin.,university.degree,yes,no,no,single
33,technician,professional.course,no,no,no,single
43,blue-collar,basic.4y,yes,yes,no,married
41,admin.,university.degree,yes,yes,no,married
57,admin.,professional.course,unknown,unknown,no,married
49,admin.,university.degree,yes,yes,no,married
30,entrepreneur,professional.course,yes,yes,no,married
45,blue-collar,basic.4y,yes,no,no,divorced
30,entrepreneur,university.degree,yes,no,yes,single
41,blue-collar,basic.9y,yes,no,no,married
53,management,university.degree,yes,no,no,married
29,management,university.degree,no,yes,no,single
45,technician,university.degree,no,no,no,married
24,blue-collar,basic.4y,yes,no,no,single
43,admin.,university.degree,no,yes,no,single
45,blue-collar,basic.6y,yes,no,no,married
34,services,high.school,no,no,no,married
35,blue-collar,basic.9y,yes,no,no,single
25,blue-collar,basic.9y,no,no,no,single
58,blue-collar,unknown,yes,no,no,married
31,admin.,high.school,unknown,unknown,no,married
30,self-employed,university.degree,yes,yes,no,single
30,blue-collar,basic.6y,yes,no,no,single
37,admin.,university.degree,yes,no,yes,divorced
58,retired,basic.4y,no,no,no,married
34,admin.,high.school,yes,no,no,single
34,blue-collar,basic.9y,no,no,no,married
43,technician,professional.course,yes,no,no,married
30,student,professional.course,no,no,no,single
35,unknown,basic.9y,no,no,no,married
33,admin.,university.degree,no,no,no,single
45,management,basic.9y,yes,no,no,married
28,services,high.school,no,yes,no,married
29,student,professional.course,no,no,no,single
31,admin.,university.degree,yes,no,no,married
27,technician,university.degree,yes,no,yes,single
41,blue-collar,basic.6y,yes,no,no,married
29,services,high.school,yes,no,no,single
24,services,basic.9y,yes,yes,no,single
34,admin.,university.degree,yes,no,no,single
58,management,university.degree,no,no,yes,married
52,housemaid,basic.6y,yes,no,no,married
30,student,university.degree,no,no,no,single
39,admin.,university.degree,no,no,no,married
39,entrepreneur,high.school,no,no,no,married
32,admin.,university.degree,yes,no,no,married
36,blue-collar,basic.9y,yes,yes,no,married
30,admin.,university.degree,yes,yes,yes,married
34,blue-collar,high.school,yes,no,no,married
34,admin.,high.school,no,no,no,single
35,unemployed,university.degree,no,no,no,married
39,entrepreneur,high.school,yes,no,no,married
51,unemployed,high.school,unknown,unknown,no,married
29,technician,high.school,yes,no,yes,married
35,technician,basic.9y,yes,no,no,single
46,technician,professional.course,no,no,no,married
35,technician,professional.course,no,no,no,single
23,blue-collar,basic.9y,no,no,no,single
49,admin.,university.degree,no,no,no,married
33,admin.,high.school,no,no,no,single
41,technician,professional.course,yes,no,no,divorced
48,technician,professional.course,no,yes,no,married
43,technician,professional.course,yes,no,no,married
76,retired,university.degree,yes,no,no,married
54,admin.,high.school,no,no,no,married
43,services,high.school,no,no,no,married
27,blue-collar,basic.4y,no,no,no,married
55,admin.,basic.9y,no,yes,no,married
37,technician,university.degree,yes,no,no,single
29,technician,professional.course,no,yes,no,single
37,services,basic.9y,no,no,no,single
30,services,high.school,yes,yes,no,married
29,admin.,high.school,yes,no,no,single
30,blue-collar,basic.9y,yes,no,no,single
25,admin.,high.school,yes,yes,no,single
34,management,high.school,no,no,no,single
58,management,basic.4y,yes,yes,no,married
26,admin.,high.school,yes,no,no,single
54,entrepreneur,professional.course,no,no,yes,married
51,blue-collar,unknown,no,no,no,divorced
22,admin.,university.degree,yes,no,yes,single
48,blue-collar,basic.9y,no,no,yes,married
48,technician,high.school,unknown,unknown,no,married
53,technician,professional.course,yes,no,no,married
55,blue-collar,basic.4y,yes,yes,no,married
59,entrepreneur,high.school,yes,no,no,divorced
52,self-employed,basic.4y,no,yes,no,married
36,blue-collar,basic.9y,no,no,no,married
56,services,high.school,yes,no,no,divorced
35,admin.,high.school,yes,yes,no,single
30,admin.,university.degree,yes,yes,no,single
45,technician,professional.course,yes,yes,no,single
48,admin.,university.degree,yes,no,no,divorced
36,admin.,university.degree,no,no,no,single
40,blue-collar,basic.9y,yes,yes,no,single
32,technician,professional.course,no,yes,no,divorced
60,entrepreneur,basic.4y,yes,no,no,married
37,unemployed,basic.9y,yes,yes,no,married
32,self-employed,university.degree,no,no,yes,single
58,management,university.degree,yes,yes,no,married
48,entrepreneur,basic.9y,yes,no,no,married
31,services,high.school,no,yes,no,single
35,self-employed,high.school,yes,no,no,single
41,blue-collar,basic.6y,no,no,no,married
42,blue-collar,unknown,no,yes,no,married
55,blue-collar,basic.9y,yes,no,no,divorced
36,admin.,high.school,yes,no,no,divorced
29,admin.,unknown,yes,no,yes,single
34,entrepreneur,professional.course,no,no,no,single
55,retired,high.school,yes,no,yes,married
27,blue-collar,basic.4y,no,no,no,single
32,technician,professional.course,yes,no,no,married
30,services,high.school,yes,yes,no,married
39,blue-collar,basic.9y,no,no,no,married
39,blue-collar,unknown,yes,no,no,married
39,entrepreneur,university.degree,yes,no,no,divorced
48,admin.,university.degree,yes,no,no,single
33,admin.,high.school,no,no,no,single
46,services,basic.4y,no,no,no,divorced
51,admin.,university.degree,yes,yes,no,single
44,blue-collar,basic.4y,no,no,no,married
26,services,high.school,no,no,no,single
53,technician,professional.course,yes,yes,no,married
42,admin.,university.degree,yes,no,no,married
31,unemployed,professional.course,no,no,no,single
32,admin.,university.degree,yes,no,no,single
31,admin.,basic.9y,no,no,no,single
31,blue-collar,basic.4y,no,no,yes,single
27,admin.,university.degree,yes,no,yes,single
50,management,university.degree,no,no,no,married
31,services,high.school,yes,yes,no,married
39,blue-collar,basic.9y,yes,yes,no,married
37,blue-collar,professional.course,no,no,no,single
58,retired,professional.course,no,no,no,married
32,entrepreneur,basic.9y,no,no,no,married
43,blue-collar,basic.6y,yes,yes,yes,single
33,admin.,university.degree,yes,no,no,married
29,technician,professional.course,yes,yes,no,single
32,entrepreneur,university.degree,yes,yes,no,divorced
42,admin.,university.degree,no,no,no,single
32,technician,professional.course,yes,no,no,single
29,technician,professional.course,no,no,no,married
32,admin.,professional.course,yes,yes,yes,single
51,services,high.school,yes,no,no,married
47,admin.,university.degree,no,no,yes,single
36,admin.,high.school,yes,no,no,married
37,blue-collar,professional.course,no,no,no,married
48,services,high.school,yes,yes,no,divorced
50,management,university.degree,yes,no,no,married
40,blue-collar,basic.6y,yes,no,no,married
31,admin.,university.degree,no,yes,no,married
39,blue-collar,basic.6y,no,no,no,married
38,admin.,high.school,yes,no,no,married
58,admin.,high.school,no,no,no,divorced
37,technician,professional.course,no,yes,yes,married
34,services,high.school,no,no,no,married
35,technician,high.school,yes,no,yes,married
39,entrepreneur,university.degree,yes,no,no,married
78,retired,basic.9y,yes,no,no,married
43,blue-collar,high.school,no,yes,no,single
49,technician,university.degree,yes,no,no,divorced
32,technician,professional.course,no,no,no,married
58,entrepreneur,university.degree,no,no,no,married
42,admin.,university.degree,yes,no,no,married
32,blue-collar,professional.course,no,no,yes,married
31,technician,professional.course,yes,no,no,married
45,services,professional.course,yes,no,no,married
43,blue-collar,basic.9y,yes,no,no,married
53,blue-collar,basic.4y,no,no,no,married
42,admin.,high.school,yes,yes,no,married
40,technician,professional.course,no,no,no,married
41,management,university.degree,yes,no,no,married
47,blue-collar,basic.9y,no,no,no,single
53,admin.,university.degree,no,yes,no,married
60,retired,university.degree,yes,no,no,married
32,technician,university.degree,no,no,no,single
67,retired,basic.4y,no,no,no,married
49,management,university.degree,no,no,no,divorced
31,admin.,high.school,no,no,no,unknown
31,admin.,basic.9y,no,no,no,single
60,admin.,high.school,yes,yes,yes,married
33,blue-collar,high.school,no,no,no,married
41,self-employed,university.degree,yes,no,no,married
45,services,professional.course,yes,no,no,married
29,services,high.school,no,yes,no,divorced
39,unemployed,university.degree,no,no,no,married
35,admin.,high.school,yes,yes,no,married
33,technician,university.degree,yes,no,no,single
27,unemployed,university.degree,no,no,no,single
32,blue-collar,basic.9y,no,no,no,married
45,blue-collar,basic.9y,no,no,no,married
36,blue-collar,basic.9y,yes,no,no,married
41,services,unknown,yes,no,no,single
40,blue-collar,unknown,no,no,no,married
42,management,university.degree,no,no,no,married
31,admin.,university.degree,yes,no,no,single
32,blue-collar,basic.9y,no,no,no,divorced
32,technician,professional.course,no,no,no,married
27,blue-collar,high.school,no,no,no,married
35,blue-collar,basic.4y,no,no,no,married
41,admin.,university.degree,yes,yes,no,married
45,admin.,university.degree,no,yes,no,married
45,admin.,university.degree,no,no,no,married
44,admin.,high.school,no,no,no,married
51,technician,professional.course,no,no,no,married
50,unemployed,professional.course,no,no,no,married
41,blue-collar,basic.4y,no,no,no,married
29,admin.,basic.9y,yes,no,no,married
44,management,basic.9y,no,no,no,married
30,blue-collar,professional.course,no,no,yes,married
39,housemaid,basic.4y,yes,yes,no,married
39,management,university.degree,yes,no,no,married
50,blue-collar,basic.4y,no,no,no,married
43,blue-collar,basic.9y,unknown,unknown,no,married
36,blue-collar,unknown,no,no,no,married
80,retired,high.school,yes,no,yes,divorced
36,admin.,high.school,yes,no,no,married
29,blue-collar,basic.9y,yes,no,no,married
48,blue-collar,basic.6y,yes,no,no,married
51,admin.,high.school,no,no,no,married
30,admin.,high.school,no,no,yes,single
24,technician,professional.course,unknown,unknown,yes,single
47,admin.,high.school,no,no,no,divorced
36,blue-collar,basic.9y,no,no,no,married
37,admin.,high.school,yes,no,no,married
31,blue-collar,basic.9y,yes,no,yes,married
34,entrepreneur,university.degree,yes,no,no,married
69,retired,basic.4y,no,no,no,married
42,admin.,university.degree,no,no,no,married
34,blue-collar,basic.6y,no,no,yes,married
48,blue-collar,basic.9y,yes,no,no,married
41,blue-collar,basic.6y,yes,yes,no,married
59,blue-collar,basic.4y,no,no,no,married
50,admin.,high.school,yes,no,no,married
36,admin.,high.school,yes,yes,no,married
38,blue-collar,basic.9y,yes,no,no,married
44,blue-collar,basic.9y,no,no,no,married
35,services,high.school,no,no,no,single
30,admin.,university.degree,yes,no,no,divorced
32,admin.,high.school,yes,no,no,married
53,management,professional.course,no,no,no,single
36,admin.,university.degree,yes,no,no,single
61,admin.,university.degree,yes,yes,yes,married
51,self-employed,university.degree,yes,yes,no,married
69,retired,university.degree,yes,no,yes,divorced
30,technician,university.degree,yes,no,no,single
33,admin.,university.degree,unknown,unknown,no,married
53,services,basic.9y,no,no,no,divorced
49,blue-collar,professional.course,no,no,no,married
35,technician,professional.course,yes,no,no,married
